"senti","longi","lati"
"3",-121.96988433,37.40321679
"3",-77.04169657,38.91355311
"1",-111.98778056,40.79248745
"3",-73.78399051,40.64638899
"2",-73.78334045,40.64656067
"2",-73.78334045,40.64656067
"2",-73.78334045,40.64656067
"2",-73.78334045,40.64656067
"2",-73.78334045,40.64656067
"1",-73.776003,40.64661043
"2",-73.77530956,40.64719984
"2",-73.77516598,40.64679403
"3",-73.7734517,40.64679903
"2",-73.77678134,40.64374009
"2",-73.77508276,40.64490372
"1",-71.0152744,42.36834942
"2",-71.01525742,42.36833796
"2",-73.95630614,40.63817554
"2",-77.11608667,38.87982914
"2",-117.91426571,33.81346953
"3",-117.92216895,33.81391813
"1",-73.78666687,40.64610291
"2",-73.7761654,40.64527675
"2",-73.77615604,40.64527481
"2",-74.48552378,40.51809311
"2",-74.48518231,40.51806327
"3",-74.48509319,40.51270596
"2",-73.77582926,40.64518126
"2",-74.48516831,40.51794328
"2",-73.77587636,40.64520088
"2",-73.86957658,40.77471899
"3",-122.90609053,46.14149629
"2",-73.86969694,40.77460155
"2",-72.68689133,41.71826065
"1",-81.2998841,28.4261453
"1",-63.00369733,18.22245647
"1",-63.00369733,18.22245647
"1",-63.00369895,18.22245747
"2",-117.20222555,32.73130971
"2",-66.28345755,18.44643543
"2",-66.28316651,18.4465457
"2",-117.17405196,32.99815682
"2",-71.01573889,42.36604659
"3",-73.77710687,40.64784472
"2",-73.78334045,40.64656067
"3",-122.96616783,46.16798631
"3",-122.96673513,46.16788404
"1",-74.07232899,40.78521842
"1",-81.09362691,32.07301184
"2",-80.94498281,35.21979387
"1",-111.99928786,33.43720156
"2",-74.1733106,40.6954621
"2",-95.52122091,29.99135326
"2",-95.53874781,29.99653598
"1",-80.92309308,35.22177192
"3",-77.26190063,38.95804042
"3",-75.2507858,39.87010428
"2",-71.0378408,42.2822248
"2",-111.99965664,33.43588637
"2",-111.99987573,33.43824974
"2",-111.99746652,33.43790009
"2",-80.94253029,35.21843964
"2",-75.23893393,39.8805621
"2",-75.24031037,39.88116058
"2",-75.2363937,39.88024969
"3",-84.4325976,33.6424884
"2",-86.82443877,21.15194085
"2",-80.24513477,40.49569523
"2",-115.17712729,36.11203645
"2",-118.36571615,33.80598632
"2",-77.0231684,38.86411798
"2",-80.64150369,32.43487013
"2",-86.75224256,33.54774386
"2",-75.2407937,39.8749399
"2",-75.2407972,39.8749366
"2",-86.82441431,21.15192481
"2",-75.24017448,39.8749922
"2",-75.24082121,39.87455718
"2",-71.02219492,42.36184505
"2",-70.87335749,43.19825137
"2",-70.87348793,43.19830037
"2",-70.8733423,43.19824341
"2",-70.87307422,43.19872113
"2",-73.80942844,42.74561865
"3",-78.79274566,35.87642273
"2",-78.79266577,35.87648539
"3",-86.81047219,33.50528024
"2",-73.28567395,40.85214382
"2",-86.22502919,39.98272482
"2",-122.41007318,37.78831231
"2",-80.95061712,35.22358885
"2",-80.9426995,35.21905941
"2",-75.1035816,40.04903686
"2",-75.24413798,39.87309176
"2",-76.9969392,38.92102632
"2",-74.70144898,39.52438256
"2",-86.10760197,36.24269903
"2",-80.1353923,25.7789761
"2",-80.1353866,25.7789509
"2",-84.65487604,39.05365524
"2",-76.70131545,39.25956567
"2",-75.24302471,39.87631844
"2",-79.3442243,43.74167873
"2",-84.37154603,34.00912984
"2",-75.24730884,39.87355987
"2",-75.25238981,39.87414824
"2",-75.25236332,39.87414053
"2",-75.10344598,40.04893741
"2",-75.24732898,39.87372068
"2",-80.9427282,35.2190054
"2",-80.9435256,35.2191669
"2",-75.10364317,40.04915451
"2",-81.71644934,41.49092099
"2",-111.99894068,33.43629607
"2",-81.71627307,41.49090693
"1",-71.44574004,41.72221977
"2",-81.70961875,41.46454996
"2",-81.70957793,41.46460532
"1",-75.17915216,39.94624391
"2",-75.20693516,39.90000449
"2",-80.9435393,35.2238122
"2",-118.3453091,34.16721397
"2",-77.04174148,38.85580899
"2",-76.99583548,38.90321224
"3",-75.1346431,39.9692473
"2",-85.74225293,38.18285051
"3",-88.3376974,42.201792
"2",-88.337723,42.2017895
"2",-80.93941664,35.22257093
"2",-118.34537339,34.16721627
"2",-73.86525922,40.77265898
"2",-0.4674035,51.4713252
"2",-80.94508344,35.2203248
"2",-77.04855865,38.86402742
"2",-77.04913451,38.86432211
"2",-75.2475867,39.8816419
"2",-75.24235009,39.8744048
"2",-90.24376862,29.99562368
"3",-87.90085158,42.95012208
"1",-87.90117857,42.95119138
"2",-90.25340271,29.98442078
"2",-90.27229299,29.99894707
"2",-90.25605983,29.98730979
"2",-74.00636235,40.74609464
"1",-80.94281752,35.2204278
"3",-117.85043081,33.79727578
"1",-80.95237732,35.22209167
"2",-80.93932077,35.22476994
"2",-80.93940943,35.22447828
"2",-80.93863381,35.22604872
"1",-80.93287633,35.22123472
"1",-80.94527061,35.21820752
"2",-80.9538682,35.210373
"2",-81.39767448,41.15955496
"2",-81.39768211,41.16013713
"1",-81.39760735,41.16012493
"2",-84.23614305,30.44405028
"2",-84.23627649,30.44414315
"2",-80.96487203,35.23185283
"2",-84.4795683,43.0460116
"2",-84.4794566,43.0460003
"2",-80.94056653,35.22287836
"2",-115.16564,36.1036159
"2",-80.94045544,35.22363719
"2",-80.94043272,35.22347122
"1",-82.55192621,27.96879606
"2",-80.14141202,25.8801693
"2",-80.94508353,35.22032317
"2",-77.0436015,38.8639627
"2",-77.035652,38.8687568
"1",-115.14953095,36.08576903
"2",-73.7944749,40.6488643
"2",-80.92218024,35.20346242
"1",-115.14968355,36.08584875
"2",-80.93879965,35.22643463
"1",-122.45742542,37.78618135
"3",-97.25115941,32.82813261
"2",-73.91646118,40.69017276
"2",-73.91637642,40.68994668
"2",-73.91638072,40.69002464
"2",-73.91640136,40.68996177
"2",-118.45229268,34.0213466
"2",-80.93879965,35.22643463
"1",-122.45742542,37.78618135
"3",-97.25115941,32.82813261
"2",-73.91646118,40.69017276
"2",-73.91637642,40.68994668
"2",-73.91638072,40.69002464
"2",-73.91640136,40.68996177
"2",-97.0618222,32.8968169
"3",-82.52234293,28.02034806
"2",-73.97029561,40.78476286
"2",-82.53714356,27.97575376
"1",-73.73394372,41.06938783
"2",-82.53727303,27.97628758
"2",-94.71192112,39.29951964
"3",-94.71144036,39.29381252
"1",-116.53572408,33.8143379
"2",-94.70795218,39.29275067
"2",-70.92464087,42.18424338
"2",-70.88929237,42.16481023
"2",-97.71081198,30.32398902
"3",-97.00367737,32.91792297
"2",-97.00367737,32.91792297
"2",-97.00367737,32.91792297
"2",-87.68332344,42.01578804
"1",-97.03558888,32.89959729
"2",-73.94979947,40.7786084
"2",-87.73798602,41.98051682
"2",-73.87315003,40.77382001
"3",-75.219676,39.8893997
"1",-97.0163282,32.9176348
"1",-87.91260807,41.99335821
"2",-96.97563515,32.92215312
"2",-122.2803409,47.6171292
"2",-87.87860345,41.95627333
"2",-81.86780822,41.45858699
"2",-81.86763782,41.45856783
"2",-81.86766456,41.45862827
"2",-80.28050395,25.79667815
"2",-81.86775899,41.45875201
"2",-94.11796975,36.29164025
"2",-78.79254351,35.87658269
"2",-81.86764536,41.45847861
"2",-87.89700781,41.97367122
"2",-89.77001941,35.17267919
"2",-89.76988366,35.17282894
"2",-89.76993377,35.17266822
"2",-89.76989935,35.1728241
"2",-89.769988,35.17263842
"2",-89.76980671,35.17279513
"2",-87.9004223,41.97417744
"1",-105.94147157,39.57991628
"2",-102.20753682,31.93684422
"2",-97.03489789,32.90431463
"3",-118.45231518,34.02153389
"1",-117.88328444,33.66642719
"2",-80.68267946,35.46005368
"2",-97.02805207,32.90425138
"2",-118.45229268,34.0213466
"2",-74.17970876,40.68625909
"2",-105.95470209,39.60778027
"3",-75.3408263,39.91337753
"2",-118.45541773,34.02389944
"2",-111.99680158,33.43417698
"3",-84.281745,30.441566
"3",-75.3405344,39.91370182
"2",-118.34307851,34.09822952
"1",-87.89888444,41.97629096
"2",-2.98098622,52.51012486
"2",-2.98098624,52.51012488
"2",-81.54358392,28.35144756
"2",-2.98099904,52.51012533
"2",-96.79891462,32.78951797
"2",-105.9548521,39.60813937
"3",-75.54540857,10.42269832
"2",-118.32188864,34.10971017
"2",-118.32361693,34.10909961
"2",-2.98091961,52.51022081
"2",-112.04521474,33.43064352
"2",-107.81800496,37.93712278
"2",-87.90025691,41.97326595
"2",-122.43628588,37.77414482
"2",-107.81832713,37.93644673
"2",-107.81826687,37.93609081
"2",-107.82069276,37.93885695
"3",-107.82065521,37.93882337
"2",-107.81820588,37.93663309
"2",-93.23592187,44.98157837
"2",-118.4066671,33.9424707
"2",-118.4066885,33.9424834
"2",-118.4066757,33.9424824
"2",-0.13973305,51.44284934
"2",-89.89624696,35.09721018
"2",-118.4066936,33.9424793
"2",-96.80477419,32.79397552
"2",-96.80478711,32.79401294
"2",-0.13974112,51.44283789
"2",-112.07392397,33.55192892
"2",-83.35487329,42.205996
"2",-122.3501506,47.62581201
"2",-80.1255332,25.8058716
"3",-97.34856142,27.69523415
"2",-97.34836874,27.69540747
"2",-0.13962939,51.44275382
"1",-73.90433402,40.62967208
"3",-80.28082058,25.79729334
"2",-111.90976239,33.40901961
"3",-112.1827159,33.5333555
"1",-80.92256446,35.2376587
"2",-73.97727422,40.67072447
"1",-81.80300774,24.55401318
"1",-118.39427775,33.94207019
"2",-95.165959,30.0555099
"2",-79.3457844,43.6950263
"2",-157.91846558,21.32879526
"2",-80.2809721,25.7977857
"3",-81.38732586,30.2772503
"2",-97.04456259,32.89840957
"2",-97.04452633,32.89873575
"1",-97.74637026,30.33730037
"2",-104.67127565,39.85437802
"2",-73.79426922,40.64859599
"2",-80.27038889,25.79939784
"3",-80.92233988,35.23776431
"2",-97.03561645,32.89772724
"1",-87.90414419,41.9774863
"2",-80.1260541,25.8058675
"2",-80.126062,25.8058666
"2",-80.1260481,25.8058656
"2",-80.92243302,35.23770686
"1",-118.40746172,33.93871373
"2",-118.50287086,34.02109254
"2",-80.92540817,35.20493157
"2",-118.50289643,34.02148779
"2",-73.79263138,40.64931132
"2",-73.79198785,40.64935461
"2",-80.9426912,35.2176668
"2",-97.0396313,32.9272165
"2",-77.10864801,38.83598483
"2",-82.64579149,40.46694635
"2",-73.79171323,40.65062011
"1",-78.79162128,35.87912533
"2",-73.80141955,40.64824535
"2",-96.53332214,32.9760867
"1",-80.28861743,25.79101279
"2",120.5830548,15.1659317
"2",-77.04128223,38.85482856
"2",-122.43874458,47.24879409
"1",-73.7936881,40.6474324
"2",-96.53349238,32.97609561
"1",-74.1793971,40.68621427
"1",-69.78197616,44.26313964
"2",-73.95477259,40.80718573
"2",-106.9349375,38.5369071
"2",-106.9370467,38.538038
"2",-84.44238523,33.64199395
"2",-97.04233322,32.90771571
"2",-118.38973148,33.93939612
"2",-106.57241352,35.22534456
"2",-82.64567078,40.46692522
"2",-97.03785947,32.9070889
"1",-73.76624703,40.64946781
